kegg_pathway	entrezgene	kegg_pathway_definition
00900	PA4785	Terpenoid backbone biosynthesis
00903	PA1027	Limonene and pinene degradation
00903	PA1629	Limonene and pinene degradation
00903	PA1737	Limonene and pinene degradation
00903	PA1748	Limonene and pinene degradation
00903	PA1821	Limonene and pinene degradation
00903	PA3014	Limonene and pinene degradation
00903	PA3426	Limonene and pinene degradation
00903	PA4899	Limonene and pinene degradation
00910	PA0102	Nitrogen metabolism
00910	PA0296	Nitrogen metabolism
00910	PA0298	Nitrogen metabolism
00910	PA0519	Nitrogen metabolism
00910	PA0523	Nitrogen metabolism
00910	PA0524	Nitrogen metabolism
00910	PA0660	Nitrogen metabolism
00910	PA1173	Nitrogen metabolism
00910	PA1174	Nitrogen metabolism
00910	PA1566	Nitrogen metabolism
00910	PA1779	Nitrogen metabolism
00910	PA1780	Nitrogen metabolism
00910	PA1781	Nitrogen metabolism
00910	PA1783	Nitrogen metabolism
00910	PA2040	Nitrogen metabolism
00910	PA2052	Nitrogen metabolism
00910	PA2053	Nitrogen metabolism
00910	PA3068	Nitrogen metabolism
00910	PA3356	Nitrogen metabolism
00910	PA3392	Nitrogen metabolism
00910	PA3872	Nitrogen metabolism
00910	PA3874	Nitrogen metabolism
00910	PA3875	Nitrogen metabolism
00910	PA3876	Nitrogen metabolism
00910	PA3877	Nitrogen metabolism
00910	PA4202	Nitrogen metabolism
00910	PA4588	Nitrogen metabolism
00910	PA4676	Nitrogen metabolism
00910	PA5035	Nitrogen metabolism
00910	PA5036	Nitrogen metabolism
00910	PA5119	Nitrogen metabolism
00910	PA5173	Nitrogen metabolism
00910	PA5508	Nitrogen metabolism
00910	PA5522	Nitrogen metabolism
00920	PA0184	Sulfur metabolism
00920	PA0185	Sulfur metabolism
00920	PA0186	Sulfur metabolism
00920	PA0280	Sulfur metabolism
00920	PA0281	Sulfur metabolism
00920	PA0282	Sulfur metabolism
00920	PA0283	Sulfur metabolism
00920	PA0390	Sulfur metabolism
00920	PA0589	Sulfur metabolism
00920	PA1061	Sulfur metabolism
00920	PA1292	Sulfur metabolism
00920	PA1393	Sulfur metabolism
00920	PA1493	Sulfur metabolism
00920	PA1756	Sulfur metabolism
00920	PA1838	Sulfur metabolism
00920	PA2104	Sulfur metabolism
00920	PA2105	Sulfur metabolism
00920	PA2310	Sulfur metabolism
00920	PA2345	Sulfur metabolism
00920	PA2356	Sulfur metabolism
00920	PA2357	Sulfur metabolism
00920	PA2566	Sulfur metabolism
00920	PA2594	Sulfur metabolism
00920	PA2595	Sulfur metabolism
00920	PA2596	Sulfur metabolism
00920	PA2598	Sulfur metabolism
00920	PA2600	Sulfur metabolism
00920	PA2709	Sulfur metabolism
00920	PA3107	Sulfur metabolism
00920	PA3442	Sulfur metabolism
00920	PA3443	Sulfur metabolism
00920	PA3444	Sulfur metabolism
00920	PA3445	Sulfur metabolism
00920	PA3446	Sulfur metabolism
00920	PA3447	Sulfur metabolism
00920	PA3448	Sulfur metabolism
00920	PA3449	Sulfur metabolism
00920	PA3816	Sulfur metabolism
00920	PA3935	Sulfur metabolism
00920	PA3936	Sulfur metabolism
00920	PA3937	Sulfur metabolism
00920	PA3938	Sulfur metabolism
00920	PA3954	Sulfur metabolism
00920	PA4130	Sulfur metabolism
00920	PA4442	Sulfur metabolism
00920	PA4443	Sulfur metabolism
00920	PA4513	Sulfur metabolism
00920	PA4956	Sulfur metabolism
00920	PA5175	Sulfur metabolism
00930	PA1525	Caprolactam degradation
00930	PA1629	Caprolactam degradation
00930	PA1631	Caprolactam degradation
00930	PA1737	Caprolactam degradation
00930	PA1748	Caprolactam degradation
00930	PA1821	Caprolactam degradation
00930	PA2574	Caprolactam degradation
00930	PA3014	Caprolactam degradation
00930	PA3426	Caprolactam degradation
00970	PA0008	Aminoacyl-tRNA biosynthesis
00970	PA0009	Aminoacyl-tRNA biosynthesis
00970	PA0018	Aminoacyl-tRNA biosynthesis
00970	PA0263.1	Aminoacyl-tRNA biosynthesis
00970	PA0574.1	Aminoacyl-tRNA biosynthesis
00970	PA0668	Aminoacyl-tRNA biosynthesis
00970	PA0668.2	Aminoacyl-tRNA biosynthesis
00970	PA0668.3	Aminoacyl-tRNA biosynthesis
00970	PA0729.1	Aminoacyl-tRNA biosynthesis
00970	PA0903	Aminoacyl-tRNA biosynthesis
00970	PA0905.1	Aminoacyl-tRNA biosynthesis
00970	PA0905.2	Aminoacyl-tRNA biosynthesis
00970	PA0905.3	Aminoacyl-tRNA biosynthesis
00970	PA0922.1	Aminoacyl-tRNA biosynthesis
00970	PA0956	Aminoacyl-tRNA biosynthesis
00970	PA0963	Aminoacyl-tRNA biosynthesis
00970	PA0976.1	Aminoacyl-tRNA biosynthesis
00970	PA1013.1	Aminoacyl-tRNA biosynthesis
00970	PA1794	Aminoacyl-tRNA biosynthesis
00970	PA1795	Aminoacyl-tRNA biosynthesis
00970	PA1796.1	Aminoacyl-tRNA biosynthesis
00970	PA1796.2	Aminoacyl-tRNA biosynthesis
00970	PA1796.3	Aminoacyl-tRNA biosynthesis
00970	PA1796.4	Aminoacyl-tRNA biosynthesis
00970	PA1804.1	Aminoacyl-tRNA biosynthesis
00970	PA2570.1	Aminoacyl-tRNA biosynthesis
00970	PA2581.1	Aminoacyl-tRNA biosynthesis
00970	PA2583.1	Aminoacyl-tRNA biosynthesis
00970	PA2603.1	Aminoacyl-tRNA biosynthesis
00970	PA2612	Aminoacyl-tRNA biosynthesis
00970	PA2736.1	Aminoacyl-tRNA biosynthesis
00970	PA2739	Aminoacyl-tRNA biosynthesis
00970	PA2740	Aminoacyl-tRNA biosynthesis
00970	PA2744	Aminoacyl-tRNA biosynthesis
00970	PA2775.1	Aminoacyl-tRNA biosynthesis
00970	PA2819.1	Aminoacyl-tRNA biosynthesis
00970	PA2819.2	Aminoacyl-tRNA biosynthesis
00970	PA2819.3	Aminoacyl-tRNA biosynthesis
00970	PA2852.1	Aminoacyl-tRNA biosynthesis
00970	PA3031.1	Aminoacyl-tRNA biosynthesis
00970	PA3094.1	Aminoacyl-tRNA biosynthesis
00970	PA3094.2	Aminoacyl-tRNA biosynthesis
00970	PA3094.3	Aminoacyl-tRNA biosynthesis
00970	PA3133.1	Aminoacyl-tRNA biosynthesis
00970	PA3133.2	Aminoacyl-tRNA biosynthesis
00970	PA3133.3	Aminoacyl-tRNA biosynthesis
00970	PA3133.4	Aminoacyl-tRNA biosynthesis
00970	PA3134	Aminoacyl-tRNA biosynthesis
00970	PA3139.1	Aminoacyl-tRNA biosynthesis
00970	PA3262.1	Aminoacyl-tRNA biosynthesis
00970	PA3262.2	Aminoacyl-tRNA biosynthesis
00970	PA3368.1	Aminoacyl-tRNA biosynthesis
00970	PA3482	Aminoacyl-tRNA biosynthesis
00970	PA3700	Aminoacyl-tRNA biosynthesis
00970	PA3802	Aminoacyl-tRNA biosynthesis
00970	PA3824.1	Aminoacyl-tRNA biosynthesis
00970	PA3834	Aminoacyl-tRNA biosynthesis
00970	PA3987	Aminoacyl-tRNA biosynthesis
00970	PA4138	Aminoacyl-tRNA biosynthesis
00970	PA4276.1	Aminoacyl-tRNA biosynthesis
00970	PA4277.1	Aminoacyl-tRNA biosynthesis
00970	PA4277.2	Aminoacyl-tRNA biosynthesis
00970	PA4277.3	Aminoacyl-tRNA biosynthesis
00970	PA4280.3	Aminoacyl-tRNA biosynthesis
00970	PA4280.4	Aminoacyl-tRNA biosynthesis
00970	PA4439	Aminoacyl-tRNA biosynthesis
00970	PA4482	Aminoacyl-tRNA biosynthesis
00970	PA4483	Aminoacyl-tRNA biosynthesis
00970	PA4484	Aminoacyl-tRNA biosynthesis
00970	PA4524.1	Aminoacyl-tRNA biosynthesis
00970	PA4541.1	Aminoacyl-tRNA biosynthesis
00970	PA4541.2	Aminoacyl-tRNA biosynthesis
00970	PA4541.3	Aminoacyl-tRNA biosynthesis
00970	PA4560	Aminoacyl-tRNA biosynthesis
00970	PA4581.1	Aminoacyl-tRNA biosynthesis
00970	PA4669.1	Aminoacyl-tRNA biosynthesis
00970	PA4673.1	Aminoacyl-tRNA biosynthesis
00970	PA4690.3	Aminoacyl-tRNA biosynthesis
00970	PA4690.4	Aminoacyl-tRNA biosynthesis
00970	PA4746.1	Aminoacyl-tRNA biosynthesis
00970	PA4746.2	Aminoacyl-tRNA biosynthesis
00970	PA4802.1	Aminoacyl-tRNA biosynthesis
00970	PA4808	Aminoacyl-tRNA biosynthesis
00970	PA4937.1	Aminoacyl-tRNA biosynthesis
00970	PA4937.2	Aminoacyl-tRNA biosynthesis
00970	PA5051	Aminoacyl-tRNA biosynthesis
00970	PA5149.1	Aminoacyl-tRNA biosynthesis
00970	PA5160.1	Aminoacyl-tRNA biosynthesis
00970	PA5369.3	Aminoacyl-tRNA biosynthesis
00970	PA5369.4	Aminoacyl-tRNA biosynthesis
01040	PA2856	Biosynthesis of unsaturated fatty acids
01040	PA3942	Biosynthesis of unsaturated fatty acids
01040	PA5371	Biosynthesis of unsaturated fatty acids
01053	PA1165	Biosynthesis of siderophore group nonribosomal peptides
01053	PA4224	Biosynthesis of siderophore group nonribosomal peptides
01053	PA4225	Biosynthesis of siderophore group nonribosomal peptides
01053	PA4226	Biosynthesis of siderophore group nonribosomal peptides
01053	PA4228	Biosynthesis of siderophore group nonribosomal peptides
01053	PA4230	Biosynthesis of siderophore group nonribosomal peptides
01053	PA4231	Biosynthesis of siderophore group nonribosomal peptides
01100	PA0005	Metabolic pathways
01100	PA0006	Metabolic pathways
01100	PA0011	Metabolic pathways
01100	PA0024	Metabolic pathways
01100	PA0025	Metabolic pathways
01100	PA0035	Metabolic pathways
01100	PA0036	Metabolic pathways
01100	PA0051	Metabolic pathways
01100	PA0065	Metabolic pathways
01100	PA0098	Metabolic pathways
01100	PA0102	Metabolic pathways
01100	PA0105	Metabolic pathways
01100	PA0106	Metabolic pathways
01100	PA0107	Metabolic pathways
01100	PA0108	Metabolic pathways
01100	PA0112	Metabolic pathways
01100	PA0113	Metabolic pathways
01100	PA0130	Metabolic pathways
01100	PA0132	Metabolic pathways
01100	PA0134	Metabolic pathways
01100	PA0143	Metabolic pathways
01100	PA0148	Metabolic pathways
01100	PA0153	Metabolic pathways
01100	PA0154	Metabolic pathways
01100	PA0164	Metabolic pathways
01100	PA0182	Metabolic pathways
01100	PA0190	Metabolic pathways
01100	PA0195	Metabolic pathways
01100	PA0195.1	Metabolic pathways
01100	PA0196	Metabolic pathways
01100	PA0202	Metabolic pathways
01100	PA0219	Metabolic pathways
01100	PA0223	Metabolic pathways
01100	PA0226	Metabolic pathways
01100	PA0227	Metabolic pathways
01100	PA0230	Metabolic pathways
01100	PA0231	Metabolic pathways
01100	PA0232	Metabolic pathways
01100	PA0242	Metabolic pathways
01100	PA0244	Metabolic pathways
01100	PA0245	Metabolic pathways
01100	PA0247	Metabolic pathways
01100	PA0254	Metabolic pathways
01100	PA0265	Metabolic pathways
01100	PA0266	Metabolic pathways
01100	PA0292	Metabolic pathways
01100	PA0293	Metabolic pathways
01100	PA0296	Metabolic pathways
01100	PA0298	Metabolic pathways
01100	PA0299	Metabolic pathways
01100	PA0316	Metabolic pathways
01100	PA0330	Metabolic pathways
01100	PA0331	Metabolic pathways
01100	PA0342	Metabolic pathways
01100	PA0350	Metabolic pathways
01100	PA0353	Metabolic pathways
01100	PA0361	Metabolic pathways
01100	PA0363	Metabolic pathways
01100	PA0381	Metabolic pathways
01100	PA0387	Metabolic pathways
01100	PA0390	Metabolic pathways
01100	PA0393	Metabolic pathways
01100	PA0399	Metabolic pathways
01100	PA0400	Metabolic pathways
01100	PA0401	Metabolic pathways
01100	PA0402	Metabolic pathways
01100	PA0403	Metabolic pathways
01100	PA0407	Metabolic pathways
01100	PA0420	Metabolic pathways
01100	PA0421	Metabolic pathways
01100	PA0430	Metabolic pathways
01100	PA0432	Metabolic pathways
01100	PA0437	Metabolic pathways
01100	PA0439	Metabolic pathways
01100	PA0440	Metabolic pathways
01100	PA0441	Metabolic pathways
01100	PA0444	Metabolic pathways
01100	PA0447	Metabolic pathways
01100	PA0480	Metabolic pathways
01100	PA0482	Metabolic pathways
01100	PA0492	Metabolic pathways
01100	PA0494	Metabolic pathways
01100	PA0500	Metabolic pathways
01100	PA0501	Metabolic pathways
01100	PA0502	Metabolic pathways
01100	PA0503	Metabolic pathways
01100	PA0504	Metabolic pathways
01100	PA0510	Metabolic pathways
01100	PA0511	Metabolic pathways
01100	PA0519	Metabolic pathways
01100	PA0523	Metabolic pathways
01100	PA0524	Metabolic pathways
01100	PA0530	Metabolic pathways
01100	PA0546	Metabolic pathways
01100	PA0548	Metabolic pathways
01100	PA0551	Metabolic pathways
01100	PA0552	Metabolic pathways
01100	PA0555	Metabolic pathways
01100	PA0581	Metabolic pathways
01100	PA0582	Metabolic pathways
01100	PA0583	Metabolic pathways
01100	PA0589	Metabolic pathways
01100	PA0590	Metabolic pathways
01100	PA0593	Metabolic pathways
01100	PA0596	Metabolic pathways
01100	PA0597	Metabolic pathways
01100	PA0607	Metabolic pathways
01100	PA0608	Metabolic pathways
01100	PA0609	Metabolic pathways
01100	PA0649	Metabolic pathways
01100	PA0650	Metabolic pathways
01100	PA0651	Metabolic pathways
01100	PA0654	Metabolic pathways
01100	PA0655	Metabolic pathways
01100	PA0660	Metabolic pathways
01100	PA0661	Metabolic pathways
01100	PA0662	Metabolic pathways
01100	PA0704	Metabolic pathways
01100	PA0710	Metabolic pathways
01100	PA0747	Metabolic pathways
01100	PA0761	Metabolic pathways
01100	PA0773	Metabolic pathways
01100	PA0782	Metabolic pathways
01100	PA0792	Metabolic pathways
01100	PA0793	Metabolic pathways
01100	PA0794	Metabolic pathways
01100	PA0795	Metabolic pathways
01100	PA0796	Metabolic pathways
01100	PA0810	Metabolic pathways
01100	PA0832	Metabolic pathways
01100	PA0835	Metabolic pathways
01100	PA0836	Metabolic pathways
01100	PA0838	Metabolic pathways
01100	PA0844	Metabolic pathways
01100	PA0845	Metabolic pathways
01100	PA0851	Metabolic pathways
01100	PA0854	Metabolic pathways
01100	PA0865	Metabolic pathways
01100	PA0870	Metabolic pathways
01100	PA0871	Metabolic pathways
01100	PA0872	Metabolic pathways
01100	PA0878	Metabolic pathways
01100	PA0879	Metabolic pathways
01100	PA0882	Metabolic pathways
01100	PA0883	Metabolic pathways
01100	PA0887	Metabolic pathways
01100	PA0895	Metabolic pathways
01100	PA0896	Metabolic pathways
01100	PA0897	Metabolic pathways
01100	PA0898	Metabolic pathways
01100	PA0899	Metabolic pathways
01100	PA0901	Metabolic pathways
01100	PA0902	Metabolic pathways
01100	PA0904	Metabolic pathways
01100	PA0927	Metabolic pathways
01100	PA0932	Metabolic pathways
01100	PA0934	Metabolic pathways
01100	PA0935	Metabolic pathways
01100	PA0944	Metabolic pathways
01100	PA0945	Metabolic pathways
01100	PA0949	Metabolic pathways
01100	PA0954	Metabolic pathways
01100	PA0968	Metabolic pathways
01100	PA0975	Metabolic pathways
01100	PA0976	Metabolic pathways
01100	PA1001	Metabolic pathways
01100	PA1002	Metabolic pathways
01100	PA1004	Metabolic pathways
01100	PA1010	Metabolic pathways
01100	PA1013	Metabolic pathways
01100	PA1027	Metabolic pathways
01100	PA1049	Metabolic pathways
01100	PA1052	Metabolic pathways
01100	PA1061	Metabolic pathways
01100	PA1124	Metabolic pathways
01100	PA1125	Metabolic pathways
01100	PA1135	Metabolic pathways
01100	PA1140	Metabolic pathways
01100	PA1146	Metabolic pathways
01100	PA1155	Metabolic pathways
01100	PA1156	Metabolic pathways
01100	PA1162	Metabolic pathways
01100	PA1169	Metabolic pathways
01100	PA1173	Metabolic pathways
01100	PA1174	Metabolic pathways
01100	PA1187	Metabolic pathways
01100	PA1197	Metabolic pathways
01100	PA1217	Metabolic pathways
01100	PA1224	Metabolic pathways
01100	PA1225	Metabolic pathways
01100	PA1252	Metabolic pathways
01100	PA1253	Metabolic pathways
01100	PA1254	Metabolic pathways
01100	PA1266	Metabolic pathways
01100	PA1267	Metabolic pathways
01100	PA1268	Metabolic pathways
01100	PA1272	Metabolic pathways
01100	PA1273	Metabolic pathways
01100	PA1274	Metabolic pathways
01100	PA1275	Metabolic pathways
01100	PA1276	Metabolic pathways
01100	PA1277	Metabolic pathways
01100	PA1278	Metabolic pathways
01100	PA1279	Metabolic pathways
01100	PA1280	Metabolic pathways
01100	PA1281	Metabolic pathways
01100	PA1287	Metabolic pathways
01100	PA1292	Metabolic pathways
01100	PA1310	Metabolic pathways
01100	PA1311	Metabolic pathways
01100	PA1317	Metabolic pathways
01100	PA1318	Metabolic pathways
01100	PA1319	Metabolic pathways
01100	PA1320	Metabolic pathways
01100	PA1321	Metabolic pathways
01100	PA1326	Metabolic pathways
01100	PA1337	Metabolic pathways
01100	PA1338	Metabolic pathways
01100	PA1373	Metabolic pathways
01100	PA1375	Metabolic pathways
01100	PA1384	Metabolic pathways
01100	PA1393	Metabolic pathways
01100	PA1417	Metabolic pathways
01100	PA1421	Metabolic pathways
01100	PA1432	Metabolic pathways
01100	PA1466	Metabolic pathways
01100	PA1470	Metabolic pathways
01100	PA1487	Metabolic pathways
01100	PA1498	Metabolic pathways
01100	PA1499	Metabolic pathways
01100	PA1500	Metabolic pathways
01100	PA1501	Metabolic pathways
01100	PA1502	Metabolic pathways
01100	PA1505	Metabolic pathways
01100	PA1514	Metabolic pathways
01100	PA1515	Metabolic pathways
01100	PA1518	Metabolic pathways
01100	PA1521	Metabolic pathways
01100	PA1523	Metabolic pathways
01100	PA1524	Metabolic pathways
01100	PA1535	Metabolic pathways
01100	PA1543	Metabolic pathways
01100	PA1546	Metabolic pathways
01100	PA1552	Metabolic pathways
01100	PA1552.1	Metabolic pathways
01100	PA1553	Metabolic pathways
01100	PA1554	Metabolic pathways
01100	PA1555	Metabolic pathways
01100	PA1556	Metabolic pathways
01100	PA1557	Metabolic pathways
01100	PA1562	Metabolic pathways
01100	PA1565	Metabolic pathways
01100	PA1566	Metabolic pathways
01100	PA1574	Metabolic pathways
01100	PA1576	Metabolic pathways
01100	PA1580	Metabolic pathways
01100	PA1581	Metabolic pathways
01100	PA1582	Metabolic pathways
01100	PA1583	Metabolic pathways
01100	PA1584	Metabolic pathways
01100	PA1585	Metabolic pathways
01100	PA1586	Metabolic pathways
01100	PA1587	Metabolic pathways
01100	PA1588	Metabolic pathways
01100	PA1589	Metabolic pathways
01100	PA1598	Metabolic pathways
01100	PA1602	Metabolic pathways
01100	PA1609	Metabolic pathways
01100	PA1610	Metabolic pathways
01100	PA1618	Metabolic pathways
01100	PA1628	Metabolic pathways
01100	PA1629	Metabolic pathways
01100	PA1631	Metabolic pathways
01100	PA1638	Metabolic pathways
01100	PA1642	Metabolic pathways
01100	PA1655	Metabolic pathways
01100	PA1674	Metabolic pathways
01100	PA1681	Metabolic pathways
01100	PA1683	Metabolic pathways
01100	PA1684	Metabolic pathways
01100	PA1685	Metabolic pathways
01100	PA1687	Metabolic pathways
01100	PA1726	Metabolic pathways
01100	PA1736	Metabolic pathways
01100	PA1737	Metabolic pathways
01100	PA1748	Metabolic pathways
01100	PA1750	Metabolic pathways
01100	PA1752	Metabolic pathways
01100	PA1756	Metabolic pathways
01100	PA1757	Metabolic pathways
01100	PA1770	Metabolic pathways
01100	PA1778	Metabolic pathways
01100	PA1779	Metabolic pathways
01100	PA1780	Metabolic pathways
01100	PA1781	Metabolic pathways
01100	PA1787	Metabolic pathways
01100	PA1792	Metabolic pathways
01100	PA1794	Metabolic pathways
01100	PA1796	Metabolic pathways
01100	PA1806	Metabolic pathways
01100	PA1813	Metabolic pathways
01100	PA1818	Metabolic pathways
01100	PA1821	Metabolic pathways
01100	PA1823	Metabolic pathways
01100	PA1827	Metabolic pathways
01100	PA1838	Metabolic pathways
01100	PA1843	Metabolic pathways
01100	PA1856	Metabolic pathways
01100	PA1883	Metabolic pathways
01100	PA1890	Metabolic pathways
01100	PA1899	Metabolic pathways
01100	PA1900	Metabolic pathways
01100	PA1901	Metabolic pathways
01100	PA1902	Metabolic pathways
01100	PA1903	Metabolic pathways
01100	PA1904	Metabolic pathways
01100	PA1905	Metabolic pathways
01100	PA1920	Metabolic pathways
01100	PA1923	Metabolic pathways
01100	PA1927	Metabolic pathways
01100	PA1931	Metabolic pathways
01100	PA1932	Metabolic pathways
01100	PA1933	Metabolic pathways
01100	PA1950	Metabolic pathways
01100	PA1966	Metabolic pathways
01100	PA1972	Metabolic pathways
01100	PA1982	Metabolic pathways
01100	PA1984	Metabolic pathways
01100	PA1997	Metabolic pathways
01100	PA1999	Metabolic pathways
01100	PA2000	Metabolic pathways
01100	PA2001	Metabolic pathways
01100	PA2003	Metabolic pathways
